Nome,Deborah Dore
Data di nascita,"14 gen 1999"
Data di registrazione,2022-02-06 11:05:11 +0100
Classificazione,Ritmo sinusale
Sintomi,
Versione software,1.90
Dispositivo,"Watch6,6"
Frequenza campione,512 hertz


Elettrodo,Elettrodo I
Unità,µV

-174,69
-160,537
-146,739
-133,747
-121,969
-111,665
-103,011
-95,978
-90,09
-84,646
-78,958
-72,031
-62,893
-50,647
-34,341
-13,521
11,457
39,841
70,765
102,9
134,83
164,644
189,753
208,24
218,821
221,204
216,36
204,336
184,699
156,915
119,577
75,375
30,414
-9,114
-35,655
-47,875
-50,79
-48,947
-48,181
-50,426
-52,659
-53,796
-53,244
-51,191
-49,797
-49,783
-50,634
-52,071
-53,444
-54,09
-53,878
-52,723
-50,559
-47,658
-44,374
-40,941
-37,628
-34,714
-32,343
-30,617
-29,604
-29,242
-29,445
-30,139
-31,221
-32,592
-34,166
-35,853
-37,554
-39,171
-40,624
-41,856
-42,828
-43,519
-43,913
-43,999
-43,782
-43,286
-42,536
-41,558
-40,379
-39,015
-37,495
-35,854
-34,13
-32,366
-30,594
-28,833
-27,097
-25,395
-23,732
-22,111
-20,527
-18,966
-17,418
-15,879
-14,341
-12,805
-11,264
-9,71
-8,136
-6,536
-4,903
-3,234
-1,527
0,222
2,015
3,852
5,73
7,648
9,602
11,589
13,608
15,656
17,729
19,828
21,945
24,072
26,212
28,362
30,519
32,683
34,839
36,969
39,072
41,148
43,167
45,103
46,933
48,628
50,194
51,654
52,979
54,128
55,177
56,219
57,182
58,066
58,881
59,401
60,209
61,873
63,569
65,043
64,784
60,987
55,647
50,093
46,306
47,009
49,796
52,63
54,116
51,949
47,785
43,307
38,894
35,575
32,767
29,718
26,583
23,277
19,861
16,503
13,115
9,628
6,083
2,5
-1,118
-4,753
-8,386
-12
-15,567
-19,055
-22,459
-25,774
-28,984
-32,08
-35,05
-37,883
-40,573
-43,112
-45,491
-47,704
-49,743
-51,604
-53,282
-54,775
-56,08
-57,196
-58,122
-58,86
-59,41
-59,776
-59,961
-59,969
-59,806
-59,478
-58,992
-58,356
-57,578
-56,668
-55,636
-54,491
-53,244
-51,906
-50,486
-48,996
-47,445
-45,845
-44,204
-42,534
-40,843
-39,141
-37,438
-35,741
-34,06
-32,402
-30,775
-29,185
-27,639
-26,141
-24,698
-23,314
-21,992
-20,736
-19,549
-18,432
-17,386
-16,413
-15,511
-14,68
-13,917
-13,222
-12,59
-12,019
-11,506
-11,046
-10,637
-10,274
-9,953
-9,671
-9,424
-9,207
-9,018
-8,852
-8,706
-8,576
-8,461
-8,356
-8,259
-8,169
-8,082
-7,997
-7,913
-7,827
-7,739
-7,647
-7,551
-7,451
-7,345
-7,234
-7,12
-7,002
-6,883
-6,763
-6,645
-6,529
-6,418
-6,313
-6,216
-6,128
-6,05
-5,984
-5,93
-5,889
-5,861
-5,847
-5,846
-5,857
-5,88
-5,912
-5,952
-5,999
-6,05
-6,104
-6,157
-6,209
-6,257
-6,299
-6,333
-6,357
-6,368
-6,364
-6,343
-6,302
-6,239
-6,152
-6,039
-5,899
-5,73
-5,533
-5,307
-5,052
-4,767
-4,456
-4,118
-3,758
-3,377
-2,979
-2,569
-2,152
-1,735
-1,325
-0,929
-0,556
-0,212
0,093
0,353
0,559
0,706
0,788
0,8
0,734
0,584
0,344
0,008
-0,432
-0,98
-1,642
-2,423
-3,323
-4,34
-5,475
-6,725
-8,09
-9,572
-11,169
-12,878
-14,695
-16,614
-18,623
-20,708
-22,845
-25,006
-27,169
-29,309
-31,407
-33,446
-35,404
-37,264
-39,014
-40,636
-42,117
-43,447
-44,609
-45,594
-46,414
-47,086
-47,636
-48,102
-48,499
-48,837
-49,145
-49,448
-49,775
-50,158
-50,604
-51,103
-51,679
-52,365
-53,151
-53,977
-54,671
-54,962
-54,623
-53,486
-51,383
-48,202
-43,966
-38,795
-33,085
-27,509
-22,647
-18,99
-16,903
-16,342
-16,902
-18,009
-18,633
-17,391
-12,994
-4,081
10,427
30,63
55,938
85,408
117,553
150,466
182,002
209,557
230,56
244,102
250,628
249,758
240,955
222,964
193,561
155,128
113,111
72,466
39,362
15,073
-3,714
-18,929
-33,446
-47,937
-59,597
-66,974
-69,307
-66,791
-61,657
-55,939
-50,598
-46,063
-42,3
-39,229
-36,958
-35,546
-34,677
-33,705
-32,276
-30,329
-27,922
-25,281
-22,561
-19,818
-17,246
-15,138
-13,658
-12,867
-12,737
-13,121
-13,908
-15,033
-16,401
-17,915
-19,472
-20,949
-22,276
-23,437
-24,414
-25,207
-25,804
-26,16
-26,268
-26,164
-25,852
-25,324
-24,582
-23,597
-22,376
-21,02
-19,59
-18,082
-16,586
-15,294
-14,229
-13,349
-12,712
-12,03
-11,552
-12,55
-14,805
-17,132
-17,935
-13,142
-2,219
10,499
21,307
23,799
15,657
3,565
-7,503
-11,713
-5,519
5,2
16,221
24,723
27,911
28,833
29,823
31,185
33,975
37,392
40,616
43,977
47,433
50,991
54,795
58,744
62,737
66,778
70,842
74,869
78,835
82,745
86,588
90,362
94,065
97,671
101,156
104,511
107,718
110,759
113,617
116,275
118,714
120,923
122,888
124,596
126,037
127,199
128,074
128,653
128,929
128,898
128,556
127,901
126,931
125,648
124,054
122,154
119,954
117,46
114,683
111,631
108,318
104,755
100,959
96,943
92,725
88,323
83,755
79,039
74,197
69,249
64,214
59,115
53,972
48,805
43,636
38,484
33,37
28,313
23,332
18,444
13,667
9,017
4,508
0,156
-4,029
-8,033
-11,846
-15,461
-18,868
-22,062
-25,038
-27,792
-30,323
-32,629
-34,711
-36,571
-38,212
-39,638
-40,855
-41,869
-42,688
-43,319
-43,771
-44,055
-44,18
-44,156
-43,994
-43,706
-43,303
-42,797
-42,198
-41,517
-40,766
-39,956
-39,096
-38,197
-37,267
-36,315
-35,35
-34,38
-33,41
-32,449
-31,5
-30,57
-29,663
-28,783
-27,933
-27,114
-26,329
-25,579
-24,864
-24,184
-23,539
-22,928
-22,349
-21,801
-21,282
-20,79
-20,322
-19,877
-19,45
-19,04
-18,644
-18,26
-17,885
-17,519
-17,158
-16,802
-16,45
-16,102
-15,758
-15,417
-15,081
-14,749
-14,424
-14,106
-13,797
-13,5
-13,216
-12,948
-12,699
-12,471
-12,268
-12,092
-11,946
-11,833
-11,756
-11,718
-11,721
-11,769
-11,864
-12,008
-12,203
-12,451
-12,753
-13,111
-13,524
-13,992
-14,514
-15,088
-15,711
-16,382
-17,096
-17,848
-18,635
-19,45
-20,289
-21,143
-22,008
-22,875
-23,736
-24,585
-25,413
-26,212
-26,975
-27,694
-28,362
-28,97
-29,512
-29,98
-30,368
-30,669
-30,877
-30,986
-30,99
-30,886
-30,669
-30,337
-29,887
-29,317
-28,629
-27,823
-26,902
-25,867
-24,725
-23,48
-22,139
-20,71
-19,203
-17,628
-15,995
-14,318
-12,61
-10,884
-9,154
-7,435
-5,74
-4,085
-2,483
-0,949
0,504
1,864
3,116
4,247
5,242
6,091
6,783
7,305
7,645
7,793
7,739
7,481
7,014
6,335
5,438
4,318
2,975
1,415
-0,354
-2,322
-4,48
-6,815
-9,305
-11,915
-14,611
-17,364
-20,149
-22,947
-25,735
-28,48
-31,147
-33,707
-36,143
-38,451
-40,621
-42,639
-44,494
-46,196
-47,775
-49,283
-50,77
-52,263
-53,783
-55,343
-56,958
-58,655
-60,466
-62,404
-64,464
-66,631
-68,882
-71,214
-73,645
-76,101
-78,405
-80,3
-81,461
-81,616
-80,601
-78,276
-74,482
-69,226
-62,751
-55,513
-48,236
-41,625
-36,108
-31,833
-28,802
-26,708
-24,77
-21,958
-16,907
-7,961
6,257
26,482
53,059
84,966
119,629
154,761
188,367
219,823
249,794
276,798
297,205
305,205
294,634
264,141
215,407
152,667
83,843
14,776
-47,315
-92,201
-116,158
-118,181
-101,707
-79,519
-59,793
-46,939
-43,685
-44,221
-44,754
-44,496
-42,132
-40,57
-41,693
-45,089
-50,38
-55,667
-59,688
-62,433
-63,862
-64,331
-64,078
-63,035
-61,637
-60,378
-59,458
-59,047
-59,103
-59,46
-60,138
-61,172
-62,406
-63,698
-64,947
-66,021
-66,889
-67,548
-67,943
-68,037
-67,834
-67,327
-66,523
-65,449
-64,109
-62,523
-60,714
-58,7
-56,499
-54,136
-51,635
-49,03
-46,358
-43,645
-40,912
-38,175
-35,446
-32,736
-30,054
-27,401
-24,773
-22,165
-19,574
-17,003
-14,451
-11,916
-9,392
-6,874
-4,357
-1,839
0,684
3,213
5,752
8,302
10,864
13,435
16,013
18,597
21,186
23,778
26,373
28,968
31,56
34,147
36,727
39,296
41,849
44,382
46,89
49,365
51,803
54,196
56,537
58,818
61,031
63,168
65,22
67,177
69,03
70,77
72,385
73,868
75,207
76,395
77,42
78,276
78,953
79,445
79,746
79,848
79,748
79,441
78,924
78,194
77,251
76,094
74,723
73,14
71,347
69,348
67,146
64,748
62,158
59,386
56,437
53,322
50,049
46,63
43,074
39,395
35,605
31,717
27,745
23,704
19,607
15,471
11,311
7,141
2,977
-1,166
-5,274
-9,332
-13,326
-17,243
-21,071
-24,797
-28,411
-31,9
-35,256
-38,468
-41,529
-44,43
-47,165
-49,727
-52,111
-54,313
-56,328
-58,153
-59,787
-61,228
-62,476
-63,532
-64,396
-65,071
-65,561
-65,87
-66,003
-65,965
-65,764
-65,405
-64,897
-64,248
-63,466
-62,56
-61,538
-60,41
-59,185
-57,871
-56,478
-55,015
-53,491
-51,914
-50,295
-48,641
-46,962
-45,265
-43,559
-41,853
-40,154
-38,471
-36,81
-35,179
-33,585
-32,034
-30,534
-29,088
-27,702
-26,38
-25,127
-23,945
-22,838
-21,807
-20,854
-19,98
-19,186
-18,473
-17,84
-17,286
-16,811
-16,414
-16,092
-15,844
-15,668
-15,562
-15,521
-15,543
-15,624
-15,76
-15,946
-16,177
-16,449
-16,753
-17,086
-17,44
-17,807
-18,182
-18,557
-18,924
-19,276
-19,606
-19,906
-20,169
-20,386
-20,552
-20,659
-20,7
-20,667
-20,556
-20,36
-20,073
-19,69
-19,206
-18,617
-17,919
-17,108
-16,182
-15,137
-13,974
-12,69
-11,286
-9,764
-8,124
-6,37
-4,505
-2,533
-0,462
1,703
3,955
6,286
8,686
11,145
13,654
16,2
18,771
21,355
23,937
26,502
29,035
31,522
33,947
36,296
38,553
40,703
42,733
44,63
46,382
47,975
49,398
50,637
51,682
52,523
53,151
53,558
53,735
53,674
53,371
52,825
52,038
51,008
49,734
48,212
46,443
44,437
42,204
39,758
37,113
34,289
31,311
28,218
25,048
21,84
18,622
15,417
12,254
9,164
6,179
3,335
0,653
-1,863
-4,2
-6,353
-8,324
-10,126
-11,796
-13,394
-14,972
-16,584
-18,272
-20,065
-21,993
-24,068
-26,306
-28,726
-31,325
-34,092
-37,007
-40,009
-43,04
-46,067
-48,96
-51,536
-53,544
-54,614
-54,494
-53,098
-50,339
-46,147
-40,561
-33,679
-25,91
-18,035
-10,546
-3,576
2,904
9,106
15,276
21,734
29,336
39,5
53,326
71,294
93,353
118,961
147,363
177,494
207,526
234,777
256,419
270,076
274,573
270,008
256,729
235,409
205,277
164,138
112,566
53,633
-5,202
-52,222
-80,369
-88,474
-81,179
-68,64
-57,972
-51,493
-48,556
-46,082
-42,631
-38,813
-35,736
-34,614
-35,463
-37,535
-39,951
-41,67
-42,219
-41,541
-39,686
-36,984
-33,787
-30,34
-26,954
-23,933
-21,425
-19,503
-18,158
-17,275
-16,754
-16,517
-16,474
-16,563
-16,732
-16,92
-17,066
-17,111
-17,008
-16,729
-16,258
-15,582
-14,696
-13,603
-12,319
-10,876
-9,3
-7,615
-5,839
-3,984
-2,068
-0,119
1,835
3,763
5,642
7,461
9,212
10,889
12,494
14,029
15,507
16,945
18,357
19,756
21,15
22,546
23,957
25,394
26,869
28,392
29,972
31,619
33,34
35,142
37,029
39,006
41,074
43,233
45,483
47,825
50,257
52,78
55,39
58,084
60,857
63,705
66,62
69,594
72,619
75,682
78,773
81,879
84,987
88,082
91,15
94,176
97,145
100,041
102,847
105,548
108,13
110,575
112,87
115
116,951
118,71
120,264
121,602
122,712
123,585
124,211
124,583
124,693
124,537
124,11
123,409
122,433
121,182
119,657
117,862
115,8
113,478
110,902
108,083
105,029
101,751
98,263
94,578
90,71
86,673
82,485
78,16
73,717
69,172
64,542
59,845
55,099
50,323
45,532
40,746
35,982
31,257
26,588
21,991
17,483
13,077
8,79
4,634
0,622
-3,234
-6,923
-10,436
-13,763
-16,896
-19,83
-22,559
-25,078
-27,386
-29,479
-31,358
-33,022
-34,474
-35,715
-36,748
-37,579
-38,211
-38,65
-38,904
-38,978
-38,882
-38,623
-38,21
-37,653
-36,962
-36,148
-35,22
-34,191
-33,071
-31,872
-30,605
-29,282
-27,913
-26,512
-25,088
-23,652
-22,217
-20,792
-19,387
-18,011
-16,675
-15,387
-14,156
-12,988
-11,892
-10,874
-9,94
-9,098
-8,351
-7,705
-7,164
-6,732
-6,412
-6,207
-6,119
-6,15
-6,3
-6,57
-6,961
-7,471
-8,1
-8,847
-9,709
-10,684
-11,769
-12,962
-14,257
-15,651
-17,14
-18,718
-20,38
-22,121
-23,934
-25,815
-27,755
-29,749
-31,789
-33,868
-35,979
-38,113
-40,263
-42,421
-44,577
-46,725
-48,854
-50,957
-53,025
-55,049
-57,022
-58,935
-60,778
-62,544
-64,226
-65,814
-67,301
-68,679
-69,941
-71,08
-72,09
-72,965
-73,699
-74,288
-74,726
-75,01
-75,137
-75,105
-74,91
-74,552
-74,031
-73,348
-72,504
-71,502
-70,344
-69,034
-67,577
-65,98
-64,248
-62,389
-60,41
-58,32
-56,129
-53,847
-51,485
-49,054
-46,567
-44,037
-41,478
-38,905
-36,333
-33,777
-31,251
-28,771
-26,35
-24,004
-21,745
-19,586
-17,539
-15,619
-13,837
-12,207
-10,739
-9,443
-8,329
-7,405
-6,68
-6,159
-5,843
-5,737
-5,841
-6,163
-6,706
-7,474
-8,459
-9,655
-11,05
-12,63
-14,378
-16,268
-18,265
-20,335
-22,449
-24,583
-26,716
-28,822
-30,868
-32,816
-34,631
-36,29
-37,78
-39,092
-40,216
-41,155
-41,929
-42,578
-43,158
-43,715
-44,281
-44,88
-45,534
-46,278
-47,15
-48,185
-49,407
-50,808
-52,357
-54,025
-55,769
-57,529
-59,224
-60,726
-61,878
-62,576
-62,752
-62,329
-61,21
-59,242
-56,236
-52,041
-46,573
-39,729
-31,336
-21,428
-10,294
1,811
14,462
27,68
42,283
57,977
73,741
88,127
98,459
105,324
112,323
